"44,-64,2,0,0,0,0,0,0,0,-3,0,-10,2,-10,3,-10,3,-11,3,-11,3,-10,4,-9,5,-9,5,-10,5,-10,5,-11,5,-10,6,-10,6,-10,5,-10,6,-10,7,-10,7,-9,7,-9,7,-9,7,-9,8,-10,8,-10,8,-9,9,-9,10,-9,10,-4,5,-9,11,-9,12,-10,12,-9,12,-9,11,-9,12,-9,13,-8,13,-9,13,-9,13,-10,13,-10,13,-10,13,-10,13,-10,14,-10,15,-11,15,-11,15,-11,14,-11,14,-11,14,-12,14,-13,14,-14,12,-14,11,-13,11,-4,2,0,0,0,0,0,0,0,0"
"44,-64,2,0,0,0,0,0,0,0,0,-3,2,-11,1,-11,1,-11,1,-12,1,-11,1,-11,0,-11,0,-11,0,-11,-1,-11,-1,-12,-1,-13,-2,-13,-2,-12,-1,-12,-2,-12,-2,-12,-2,-11,-3,-11,-3,-12,-3,-12,-3,-12,-3,-12,-5,-12,-5,-14,-5,-14,-3,-7,-7,-14,-6,-15,-7,-15,-7,-14,-7,-14,-7,-15,-8,-15,-8,-15,-8,-15,-9,-15,-8,-15,-7,-15,-8,-15,-8,-16,-8,-16,-9,-17,-9,-17,-8,-17,-8,-17,-7,-17,-7,-17,-6,-18,-6,-18,-6,-18,-5,-18,-4,-18,-1,-5,0,0,0,0,0,0,0,0"
"44,-64,2,0,0,0,0,0,0,0,-2,3,-8,14,-6,14,-6,15,-7,16,-7,16,-6,15,-5,15,-4,15,-4,16,-4,16,-4,18,-4,18,-3,18,-4,17,-4,17,-2,18,-1,17,-1,17,-1,17,0,18,0,19,0,19,0,18,1,18,2,20,2,21,2,10,4,21,4,22,4,23,4,23,4,22,5,22,6,23,7,23,7,24,7,24,6,25,5,25,5,25,6,25,6,25,7,27,6,28,6,27,6,26,6,27,5,27,5,28,4,28,2,29,-1,28,-1,27,0,6,0,0,0,0,0,0,0,0"
"44,-64,2,0,0,0,0,0,0,0,-2,-3,-6,-9,-6,-9,-7,-10,-7,-10,-7,-10,-6,-9,-7,-9,-8,-9,-8,-9,-8,-8,-8,-8,-9,-9,-9,-9,-9,-9,-9,-8,-10,-7,-10,-7,-9,-7,-10,-7,-10,-7,-11,-7,-11,-7,-10,-7,-11,-6,-13,-7,-13,-7,-7,-3,-14,-6,-15,-6,-15,-6,-15,-6,-14,-6,-15,-6,-16,-6,-16,-5,-16,-5,-16,-5,-17,-6,-16,-7,-16,-7,-17,-6,-17,-6,-18,-6,-18,-7,-18,-7,-17,-7,-18,-7,-18,-7,-17,-8,-18,-9,-17,-9,-16,-11,-16,-11,-4,-3,0,0,0,0,0,0,0,0"
"44,-64,2,0,0,0,0,0,0,0,1,-3,7,-9,7,-10,7,-11,8,-11,8,-11,7,-10,7,-10,7,-10,6,-10,6,-11,6,-12,6,-13,6,-13,6,-12,6,-12,5,-13,5,-13,5,-12,4,-12,4,-13,4,-14,4,-14,4,-13,3,-14,3,-16,3,-16,1,-8,1,-17,1,-18,1,-18,2,-17,2,-17,2,-18,1,-19,1,-18,1,-18,0,-19,1,-19,2,-19,2,-19,1,-20,1,-20,1,-21,1,-22,2,-21,1,-21,1,-21,3,-21,4,-21,4,-21,5,-21,5,-20,5,-19,1,-5,0,0,0,0,0,0,0,0"
"44,-64,2,0,0,0,0,0,0,0,1,2,4,9,5,9,6,9,5,9,5,9,5,9,6,8,6,8,6,8,6,8,7,9,8,8,8,8,7,8,8,8,9,8,9,7,8,7,9,6,9,6,10,6,10,6,10,6,11,5,12,6,12,6,6,2,13,4,14,5,14,5,14,5,14,5,15,4,15,4,15,4,15,4,16,4,16,5,15,5,15,5,16,5,16,5,17,5,18,5,17,5,17,5,17,4,17,5,17,6,17,7,17,8,15,8,15,9,3,2,0,0,0,0,0,0,0,0"
"44,-64,2,0,0,0,0,0,0,0,1,-3,7,-10,6,-10,6,-11,7,-12,6,-12,5,-11,4,-12,4,-12,5,-12,5,-12,5,-13,4,-13,4,-13,4,-13,4,-13,3,-14,3,-14,3,-13,3,-13,2,-13,2,-14,2,-14,2,-14,1,-15,1,-16,1,-16,0,-8,0,-17,1,-18,0,-19,0,-18,0,-17,0,-18,-1,-18,0,-19,0,-19,-1,-20,0,-20,1,-20,1,-20,0,-20,0,-21,0,-22,0,-22,1,-21,0,-21,1,-21,2,-20,3,-21,3,-21,4,-21,5,-20,6,-19,1,-5,0,0,0,0,0,0,0,0"
"44,-64,2,0,0,0,0,0,0,0,-3,0,-10,3,-10,4,-11,5,-11,5,-10,4,-9,4,-9,5,-9,5,-9,6,-10,6,-11,7,-10,7,-10,7,-10,6,-10,7,-9,8,-8,8,-8,8,-8,8,-9,9,-9,9,-9,9,-9,9,-9,9,-9,10,-9,11,-4,5,-8,12,-9,13,-9,13,-9,13,-9,13,-8,13,-8,14,-8,14,-8,14,-8,14,-9,14,-9,13,-10,14,-10,14,-9,15,-9,16,-10,16,-10,16,-10,16,-10,15,-11,15,-12,14,-13,14,-13,14,-13,13,-13,12,-3,3,0,0,0,0,0,0,0,0"
"44,-64,2,0,0,0,0,0,0,0,-2,-3,-6,-12,-6,-11,-8,-11,-8,-12,-7,-11,-7,-11,-8,-10,-8,-10,-9,-10,-9,-10,-10,-11,-10,-11,-10,-10,-10,-10,-10,-10,-11,-10,-11,-9,-10,-9,-11,-8,-11,-9,-12,-9,-12,-9,-12,-9,-12,-9,-13,-9,-14,-9,-8,-4,-16,-8,-17,-9,-17,-8,-17,-8,-16,-8,-17,-8,-17,-7,-17,-8,-18,-8,-18,-8,-18,-9,-17,-9,-18,-9,-18,-8,-18,-9,-20,-9,-20,-9,-20,-9,-19,-9,-19,-9,-19,-10,-19,-11,-19,-12,-18,-13,-17,-14,-16,-14,-4,-4,0,0,0,0,0,0,0,0"
"44,-64,2,0,0,0,0,0,0,0,-1,2,-1,10,0,10,1,11,0,11,0,11,0,10,1,10,2,10,2,10,2,10,2,11,3,11,3,11,3,11,3,11,4,11,4,11,4,10,4,10,4,10,5,11,5,11,5,10,6,11,7,11,7,12,4,5,9,11,9,12,9,12,9,11,9,11,9,12,10,12,10,12,10,12,11,13,11,13,10,13,10,13,10,13,11,13,11,14,12,15,11,15,11,14,10,14,10,15,10,15,9,15,9,16,7,16,7,16,1,4,0,0,0,0,0,0,0,0"
