28,-64,1,0,0,0,0,0,0,0,0,0,6,-11,5,-11,6,-12,5,-13,4,-13,4,-12,4,-13,4,-13,3,-13,3,-14,2,-16,2,-16,2,-16,2,-16,2,-16,1,-18,1,-17,2,-16,2,-17,1,-17,2,-18,1,-18,2,-17,0,-19,0,-21,0,-21,0,0,0,-22,-1,-22,-1,-23,-1,-23,0,-21,0,-23,0,-24,1,-23,0,-24,0,-22,-2,-25,0,-23,0,-25,-1,-25,-1,-24,-1,-26,0,-27,1,-26,1,-25,3,-25,3,-25,4,-26,4,-25,3,-27,5,-25,6,-25,0,0,0,0,0,0,0,0,0,0
-99,-48,9,0,0,0,0,0,0,0,0,0,-13,5,-13,5,-13,6,-14,8,-12,7,-12,7,-12,8,-12,7,-12,9,-11,9,-12,12,-12,13,-11,13,-13,12,-12,12,-12,15,-12,13,-11,12,-12,14,-12,14,-12,14,-12,16,-12,14,-11,16,-12,19,-12,19,0,0,-12,20,-11,20,-12,22,-12,21,-12,20,-13,21,-13,23,-14,22,-15,23,-10,20,-11,26,-12,22,-13,24,-13,24,-12,23,-13,25,-14,26,-14,25,-14,24,-16,23,-15,24,-16,24,-17,24,-18,25,-19,22,-20,22,0,0,0,0,0,0,0,0,0,0
-121,112,8,0,0,0,0,0,0,0,0,0,-9,8,-9,9,-8,9,-9,11,-8,10,-7,10,-7,11,-6,10,-7,12,-5,11,-5,14,-5,15,-5,15,-5,15,-5,15,-4,17,-4,15,-5,15,-4,16,-4,16,-4,16,-3,18,-4,15,-3,18,-2,20,-3,20,0,0,-2,21,-2,21,-2,23,-2,22,-3,20,-2,22,-2,23,-2,22,-2,24,-1,21,1,24,-2,22,-2,25,-1,25,-1,23,-1,26,-1,27,-2,26,-2,26,-4,26,-4,26,-5,26,-4,26,-4,27,-6,26,-7,26,0,0,0,0,0,0,0,0,0,0
-122,-31,23,0,0,0,0,0,0,0,0,0,-9,4,-9,4,-9,5,-9,5,-8,6,-8,6,-8,7,-7,7,-7,8,-7,8,-7,8,-8,9,-8,9,-7,10,-7,10,-7,10,-7,11,-7,10,-7,11,-7,11,-7,11,-7,12,-7,12,-6,13,-7,13,-7,14,0,0,-6,14,-7,14,-7,14,-6,15,-6,15,-6,15,-6,15,-6,15,-6,16,-6,16,-7,17,-6,16,-7,16,-7,17,-8,17,-8,18,-8,17,-9,18,-9,18,-10,18,-10,18,-10,17,-11,17,-11,17,-12,17,-13,17,0,0,0,0,0,0,0,0,0,0
-122,-31,23,0,0,0,0,0,0,0,0,0,-12,-6,-12,-5,-12,-5,-13,-4,-13,-4,-12,-3,-13,-3,-12,-2,-14,-1,-13,-1,-16,-1,-16,0,-16,1,-16,0,-15,0,-17,2,-16,0,-16,0,-17,2,-17,2,-17,2,-18,3,-17,2,-18,3,-20,5,-20,4,0,0,-20,5,-21,6,-21,6,-21,6,-20,5,-22,6,-23,7,-22,6,-23,7,-22,6,-23,8,-22,6,-24,6,-24,7,-24,7,-24,7,-26,8,-25,6,-25,6,-25,5,-25,5,-26,5,-26,5,-27,4,-26,2,-26,2,0,0,0,0,0,0,0,0,0,0
82,-96,4,0,0,0,0,0,0,0,0,0,5,-51,5,-47,-10,-63,-10,-65,-8,-60,-5,-51,-12,-64,-3,-45,-14,-57,-7,-65,-32,-83,-30,-86,-27,-82,-22,-85,-14,-61,-36,-94,-30,-81,-17,-63,-21,-66,-16,-74,-13,-64,-28,-79,-3,-64,-11,-87,-32,-105,-24,-91,0,0,-34,-93,-34,-100,-32,-98,-34,-97,-14,-84,-24,-96,-33,-92,-26,-93,-20,-88,-20,-80,-32,-94,-5,-64,-16,-77,-17,-70,-26,-86,-29,-93,-36,-105,-22,-81,-33,-89,-11,-65,-29,-80,-17,-79,-5,-65,-19,-72,0,-58,-1,-54,0,0,0,0,0,0,0,0,0,0
82,-96,4,0,0,0,0,0,0,0,0,0,-11,9,-11,9,-10,10,-10,11,-10,11,-9,10,-10,11,-8,11,-9,12,-8,12,-8,14,-8,15,-8,15,-9,15,-8,15,-8,17,-8,16,-8,15,-8,16,-8,17,-8,17,-7,18,-8,16,-8,19,-8,20,-8,20,0,0,-8,21,-7,21,-8,23,-7,22,-8,21,-8,22,-8,23,-8,22,-8,24,-8,21,-7,24,-8,21,-9,24,-8,24,-8,23,-8,25,-9,26,-10,24,-10,23,-11,23,-11,23,-12,23,-12,23,-13,24,-14,22,-15,21,0,0,0,0,0,0,0,0,0,0
82,-96,4,0,0,0,0,0,0,0,0,0,-12,-7,-12,-6,-12,-6,-14,-5,-13,-5,-13,-4,-13,-4,-12,-3,-15,-3,-14,-2,-15,-1,-17,-1,-16,0,-17,-1,-16,-1,-18,0,-17,0,-17,0,-17,1,-18,0,-18,1,-19,2,-18,0,-19,2,-21,3,-21,3,0,0,-22,4,-22,4,-23,4,-22,4,-21,3,-23,4,-24,5,-22,4,-25,5,-23,5,-24,6,-23,4,-25,5,-26,6,-24,5,-26,6,-27,6,-26,5,-26,5,-26,3,-27,4,-27,2,-28,2,-28,2,-28,0,-28,0,0,0,0,0,0,0,0,0,0,0
82,-96,4,0,0,0,0,0,0,0,0,0,-8,-10,-7,-10,-8,-10,-9,-10,-9,-9,-9,-10,-10,-9,-10,-9,-11,-9,-11,-9,-11,-9,-12,-9,-13,-9,-13,-8,-13,-8,-14,-8,-14,-8,-13,-7,-16,-8,-15,-8,-15,-7,-16,-7,-15,-8,-16,-7,-17,-8,-17,-7,0,0,-18,-7,-17,-7,-19,-8,-18,-7,-19,-7,-19,-7,-20,-7,-20,-7,-20,-7,-19,-7,-21,-8,-20,-8,-21,-8,-21,-8,-21,-9,-22,-9,-22,-9,-22,-10,-22,-10,-22,-11,-22,-11,-21,-11,-21,-12,-21,-13,-20,-14,-19,-15,0,0,0,0,0,0,0,0,0,0
82,-96,4,0,0,0,0,0,0,0,0,0,-5,7,-5,7,-5,7,-5,8,-5,8,-4,8,-4,9,-3,9,-3,9,-2,9,-3,10,-2,10,-2,10,-1,10,-1,11,-1,11,-1,11,-1,11,0,12,0,12,0,11,1,12,1,12,2,13,1,13,1,13,0,0,2,14,2,14,2,14,3,15,3,15,3,15,3,15,4,15,3,16,4,16,4,17,3,16,3,17,3,17,3,18,3,18,3,19,3,19,2,19,2,20,2,20,1,20,0,20,1,20,-1,21,-1,20,0,0,0,0,0,0,0,0,0,0
