28,-64,1,0,0,0,0,0,0,0,0,0,9,12,10,12,11,12,12,12,11,12,10,11,11,12,11,11,12,11,11,10,13,11,14,11,14,10,13,11,13,10,15,10,13,10,12,9,14,9,14,9,14,9,15,9,13,8,16,8,17,8,17,8,0,0,18,7,19,7,19,7,20,7,18,7,20,7,21,7,20,7,22,7,21,6,23,6,21,8,23,9,23,8,21,8,24,8,24,9,22,10,22,10,22,11,22,11,22,13,22,12,22,14,20,15,19,15,0,0,0,0,0,0,0,0,0,0
-99,-48,9,0,0,0,0,0,0,0,0,0,12,11,11,10,13,11,14,11,13,11,12,10,13,10,13,10,14,9,14,9,15,9,16,10,16,9,15,9,14,9,17,8,15,8,14,8,16,7,15,7,16,7,17,6,15,7,16,6,19,6,18,6,0,0,19,6,20,4,19,4,21,4,19,5,21,6,21,4,21,3,21,5,20,4,24,3,20,4,22,5,22,4,22,5,23,4,25,5,23,7,22,6,22,7,21,7,22,8,22,9,22,9,21,11,19,11,0,0,0,0,0,0,0,0,0,0
-121,112,8,0,0,0,0,0,0,0,0,0,-6,15,-6,15,-6,16,-5,17,-5,16,-5,15,-5,15,-4,15,-4,16,-4,16,-3,18,-3,18,-3,17,-3,17,-3,16,-1,19,-1,16,-2,16,-1,16,-1,17,0,16,0,18,-1,17,0,18,2,19,2,19,0,0,3,19,4,20,4,20,4,21,3,19,4,21,5,22,4,21,5,22,5,21,6,23,4,21,4,23,5,22,5,23,5,23,6,26,4,24,4,23,2,24,2,24,2,24,1,25,0,25,-1,24,-2,23,0,0,0,0,0,0,0,0,0,0
-122,-31,23,0,0,0,0,0,0,0,0,0,-4,17,-4,17,-4,17,-3,19,-3,17,-3,17,-2,17,-1,17,-1,17,-1,16,0,18,0,19,0,18,0,18,0,18,2,18,1,17,1,16,1,17,2,16,3,17,4,18,2,16,4,18,6,18,6,18,0,0,7,18,7,18,8,19,9,19,7,18,9,20,10,20,9,20,11,22,10,19,12,21,10,21,11,23,12,24,10,22,12,25,12,25,10,25,9,25,9,25,9,26,7,27,7,26,7,27,4,27,3,28,0,0,0,0,0,0,0,0,0,0
-122,-31,23,0,0,0,0,0,0,0,0,0,11,-14,9,-14,10,-15,9,-16,9,-15,8,-13,8,-14,8,-14,8,-14,8,-14,7,-16,6,-17,6,-16,7,-16,6,-15,6,-17,5,-15,5,-15,5,-15,5,-15,4,-15,3,-16,4,-14,3,-16,2,-18,1,-17,0,0,1,-18,-1,-18,-1,-19,-1,-20,-1,-18,-1,-20,-2,-21,-1,-20,-2,-22,-2,-21,-3,-23,-1,-22,-2,-24,-3,-23,-2,-24,-2,-25,-2,-27,-1,-25,-1,-25,1,-25,2,-26,2,-26,3,-27,4,-28,6,-26,6,-26,0,0,0,0,0,0,0,0,0,0
82,-96,4,0,0,0,0,0,0,0,0,0,1,11,1,12,2,11,3,11,3,12,2,11,2,11,4,11,3,11,3,11,3,12,3,11,4,10,4,11,4,11,5,11,5,10,5,11,5,10,6,9,5,10,6,10,5,10,7,10,7,11,7,10,0,0,8,10,8,10,8,10,8,10,8,10,9,10,9,10,9,10,8,12,9,11,9,12,9,11,9,12,9,12,9,12,10,13,9,13,9,14,8,14,9,15,8,14,8,15,7,15,7,15,5,16,6,16,0,0,0,0,0,0,0,0,0,0
82,-96,4,0,0,0,0,0,0,0,0,0,-18,0,-18,0,-18,0,-20,1,-18,1,-17,1,-17,1,-17,2,-17,2,-16,3,-17,4,-18,5,-18,5,-17,4,-17,4,-17,6,-16,5,-15,4,-15,6,-15,5,-15,6,-15,7,-14,5,-15,8,-16,9,-15,10,0,0,-16,11,-15,11,-16,12,-15,12,-15,12,-16,13,-16,14,-16,13,-17,14,-15,14,-17,17,-17,14,-18,16,-19,17,-18,16,-20,17,-21,17,-21,16,-21,15,-22,14,-22,14,-23,13,-23,14,-24,14,-24,12,-25,11,0,0,0,0,0,0,0,0,0,0
82,-96,4,0,0,0,0,0,0,0,0,0,-17,-1,-17,0,-17,0,-18,1,-17,1,-16,1,-17,1,-15,1,-16,2,-15,2,-17,3,-17,4,-17,3,-17,3,-16,3,-16,5,-16,4,-15,3,-15,5,-15,5,-15,5,-15,6,-14,5,-15,6,-16,8,-16,8,0,0,-15,9,-15,10,-16,11,-15,10,-15,10,-16,12,-16,12,-16,11,-17,13,-16,12,-17,14,-17,11,-19,13,-18,14,-18,13,-20,14,-20,15,-21,13,-21,13,-21,12,-22,12,-22,11,-23,11,-24,10,-24,8,-24,8,0,0,0,0,0,0,0,0,0,0
82,-96,4,0,0,0,0,0,0,0,0,0,-15,15,-13,14,-14,15,-13,16,-12,15,-13,14,-12,15,-11,15,-11,15,-11,15,-11,17,-11,18,-11,16,-10,17,-9,15,-10,18,-9,16,-8,15,-8,16,-7,16,-8,16,-6,17,-7,15,-6,17,-6,19,-5,18,0,0,-4,19,-3,20,-3,21,-3,21,-3,19,-2,21,-1,22,-2,21,-2,23,-2,22,0,25,-2,22,-3,25,-1,25,-1,25,-1,26,-2,28,-3,26,-3,26,-5,27,-5,27,-6,27,-7,27,-8,28,-10,26,-10,26,0,0,0,0,0,0,0,0,0,0
82,-96,4,0,0,0,0,0,0,0,0,0,-16,8,-16,9,-16,9,-17,10,-16,9,-15,9,-15,10,-14,10,-15,11,-14,10,-15,12,-15,13,-15,13,-16,12,-15,11,-15,14,-15,12,-14,11,-14,13,-14,13,-14,13,-14,14,-14,12,-14,14,-14,17,-14,16,0,0,-14,17,-13,17,-14,18,-14,17,-14,16,-14,18,-14,18,-14,17,-15,19,-13,17,-14,19,-15,17,-16,18,-16,19,-15,18,-16,19,-17,20,-17,18,-17,17,-18,16,-18,16,-19,15,-19,15,-19,15,-20,13,-20,13,0,0,0,0,0,0,0,0,0,0
