28,-64,1,0,0,0,0,0,0,0,0,0,12,-11,12,-12,12,-13,11,-14,10,-13,9,-12,9,-13,9,-13,8,-13,9,-13,8,-15,9,-16,9,-15,9,-15,7,-14,8,-17,7,-15,7,-15,7,-15,7,-16,6,-16,5,-17,7,-14,7,-17,7,-18,6,-17,0,0,6,-17,4,-18,5,-18,5,-20,5,-18,3,-19,4,-20,5,-18,3,-21,4,-20,2,-21,5,-19,5,-22,3,-22,3,-22,3,-23,3,-25,5,-23,4,-23,6,-24,6,-24,7,-25,10,-25,11,-26,12,-24,13,-23,0,0,0,0,0,0,0,0,0,0
-99,-48,9,0,0,0,0,0,0,0,0,0,-16,-12,-15,-11,-18,-11,-17,-11,-17,-11,-15,-10,-16,-9,-15,-9,-16,-8,-16,-8,-18,-7,-18,-7,-18,-7,-17,-8,-16,-6,-20,-7,-16,-6,-16,-6,-16,-6,-16,-6,-16,-6,-18,-5,-16,-7,-17,-6,-19,-4,-17,-4,0,0,-18,-5,-19,-1,-17,-3,-20,-2,-16,-2,-20,-1,-19,-1,-18,-2,-22,4,-22,-1,-18,-1,-18,-1,-22,-1,-20,1,-22,1,-22,1,-24,1,-23,1,-22,0,-24,-2,-25,-2,-25,-3,-26,-3,-28,-3,-25,-5,-25,-7,0,0,0,0,0,0,0,0,0,0
-121,112,8,0,0,0,0,0,0,0,0,0,12,-13,12,-12,12,-13,12,-14,10,-13,10,-12,10,-12,10,-11,9,-13,9,-12,9,-14,8,-15,8,-14,9,-14,8,-13,8,-15,8,-14,7,-13,8,-14,7,-13,7,-13,7,-13,7,-13,6,-14,7,-16,7,-15,0,0,6,-14,5,-16,5,-16,4,-15,5,-14,5,-16,4,-16,5,-16,4,-16,4,-16,3,-17,3,-16,4,-18,3,-19,3,-18,2,-20,3,-20,4,-21,4,-20,6,-20,6,-21,7,-21,8,-21,8,-22,10,-20,11,-20,0,0,0,0,0,0,0,0,0,0
-122,-31,23,0,0,0,0,0,0,0,0,0,20,-5,19,-6,19,-6,19,-7,18,-7,16,-7,17,-7,17,-8,16,-9,16,-9,17,-11,17,-11,16,-11,17,-10,16,-10,18,-13,15,-12,15,-10,15,-11,16,-12,15,-12,16,-12,15,-11,15,-12,16,-14,14,-13,0,0,14,-15,14,-16,14,-16,15,-15,13,-15,14,-16,15,-17,13,-16,10,-23,14,-21,14,-18,14,-16,14,-19,14,-21,14,-20,15,-21,17,-22,17,-21,17,-20,18,-20,19,-20,19,-19,22,-20,22,-20,23,-18,23,-16,0,0,0,0,0,0,0,0,0,0
-122,-31,23,0,0,0,0,0,0,0,0,0,15,0,15,0,15,-1,16,-2,14,-2,15,-3,15,-3,14,-3,15,-4,14,-4,15,-5,15,-6,15,-6,16,-6,15,-6,16,-7,16,-7,14,-6,16,-7,16,-7,15,-7,16,-8,14,-7,16,-9,17,-10,17,-10,0,0,17,-10,15,-11,16,-12,16,-10,15,-11,17,-12,17,-12,16,-11,17,-12,15,-12,17,-15,16,-13,18,-14,18,-15,17,-14,19,-15,19,-15,20,-14,20,-14,22,-13,21,-13,22,-12,23,-12,24,-12,24,-10,23,-9,0,0,0,0,0,0,0,0,0,0
82,-96,4,0,0,0,0,0,0,0,0,0,-35,-42,-30,-38,-37,-42,-45,-41,-37,-41,-33,-37,-39,-38,-37,-32,-47,-33,-42,-27,-53,-36,-57,-33,-50,-35,-58,-40,-47,-32,-66,-37,-59,-31,-51,-30,-56,-34,-55,-33,-57,-36,-69,-26,-48,-32,-57,-40,-76,-34,-59,-41,0,0,-71,-36,-82,-30,-77,-29,-82,-28,-71,-31,-76,-32,-75,-38,-71,-30,-84,-29,-65,-32,-78,-19,-62,-35,-80,-28,-77,-24,-83,-21,-96,-26,-95,-26,-72,-32,-82,-27,-61,-38,-74,-34,-73,-36,-60,-40,-88,-40,-57,-41,-62,-45,0,0,0,0,0,0,0,0,0,0
82,-96,4,0,0,0,0,0,0,0,0,0,16,-11,15,-12,15,-11,15,-12,13,-12,12,-11,12,-12,12,-11,12,-12,11,-12,11,-13,11,-14,11,-14,12,-13,11,-14,11,-15,10,-14,10,-13,9,-14,9,-14,9,-14,9,-15,10,-14,9,-16,9,-16,9,-16,0,0,9,-16,8,-17,8,-17,9,-17,9,-16,8,-18,8,-18,8,-18,9,-19,8,-18,8,-20,8,-18,9,-20,8,-20,8,-20,8,-21,10,-22,11,-21,11,-20,11,-21,12,-21,13,-20,14,-20,15,-20,16,-19,17,-18,0,0,0,0,0,0,0,0,0,0
82,-96,4,0,0,0,0,0,0,0,0,0,18,-7,18,-7,18,-7,18,-9,16,-8,15,-7,15,-8,15,-8,14,-8,14,-8,15,-9,15,-10,14,-9,14,-9,14,-10,14,-11,13,-10,13,-9,12,-10,13,-10,12,-10,12,-11,12,-10,12,-10,13,-12,12,-12,0,0,12,-12,12,-13,12,-13,11,-13,11,-11,11,-13,11,-13,11,-13,11,-13,11,-13,11,-15,11,-13,12,-15,12,-16,11,-15,12,-17,13,-17,13,-16,13,-16,14,-16,15,-16,16,-16,17,-15,18,-14,19,-12,19,-13,0,0,0,0,0,0,0,0,0,0
82,-96,4,0,0,0,0,0,0,0,0,0,0,-15,-1,-16,-1,-15,-2,-17,-2,-15,-2,-16,-3,-15,-3,-15,-4,-16,-4,-14,-5,-16,-6,-17,-6,-16,-6,-17,-6,-17,-6,-17,-6,-17,-6,-16,-7,-17,-7,-17,-8,-17,-8,-17,-6,-16,-8,-17,-9,-19,-9,-18,0,0,-10,-19,-9,-18,-10,-19,-10,-18,-9,-19,-10,-19,-11,-20,-10,-19,-11,-20,-9,-17,-12,-19,-9,-19,-11,-21,-11,-20,-10,-20,-11,-21,-12,-21,-10,-21,-10,-21,-9,-21,-9,-22,-8,-23,-7,-22,-8,-24,-6,-23,-5,-23,0,0,0,0,0,0,0,0,0,0
82,-96,4,0,0,0,0,0,0,0,0,0,-2,16,-2,15,-1,16,0,17,0,16,0,15,1,15,1,15,1,16,2,16,2,17,3,17,3,17,2,17,2,17,3,18,3,17,3,16,3,17,3,17,4,17,4,18,3,17,4,18,5,20,5,19,0,0,5,19,5,20,5,18,6,20,5,18,6,19,6,20,5,20,5,21,6,19,6,20,5,19,4,20,6,20,5,20,5,21,5,21,4,21,4,20,3,21,3,21,2,21,1,22,1,21,-1,21,-1,20,0,0,0,0,0,0,0,0,0,0
