28,-64,1,0,0,0,0,0,0,0,0,0,-19,-27,-18,-25,-19,-27,-20,-26,-19,-26,-15,-23,-17,-24,-15,-22,-17,-22,-15,-23,-17,-24,-17,-24,-16,-23,-14,-23,-13,-22,-17,-23,-13,-20,-13,-20,-13,-20,-14,-20,-13,-19,-14,-19,-11,-19,-12,-20,-14,-21,-13,-20,0,0,-13,-19,-15,-19,-13,-18,-13,-19,-9,-17,-11,-18,-12,-18,-10,-16,-11,-16,-10,-16,-10,-15,-8,-15,-8,-15,-9,-13,-9,-13,-9,-12,-10,-13,-9,-11,-9,-10,-8,-11,-9,-10,-9,-10,-9,-10,-10,-10,-8,-10,-8,-10,0,0,0,0,0,0,0,0,0,0
-99,-48,9,0,0,0,0,0,0,0,0,0,-23,-21,-22,-20,-22,-21,-23,-21,-21,-19,-18,-19,-19,-19,-17,-18,-19,-18,-17,-17,-19,-18,-20,-18,-19,-17,-18,-18,-16,-17,-20,-17,-16,-16,-15,-15,-16,-16,-16,-15,-16,-15,-17,-14,-14,-15,-16,-16,-17,-16,-16,-15,0,0,-16,-15,-16,-15,-15,-15,-16,-14,-13,-14,-15,-13,-15,-15,-13,-13,-17,-15,-10,-12,-11,-11,-10,-11,-12,-13,-12,-11,-11,-11,-11,-10,-13,-10,-12,-10,-12,-8,-11,-9,-12,-8,-12,-9,-13,-9,-12,-10,-11,-9,-11,-9,0,0,0,0,0,0,0,0,0,0
-121,112,8,0,0,0,0,0,0,0,0,0,31,6,29,5,31,6,31,5,29,6,26,6,26,6,24,6,26,6,24,6,26,5,27,4,25,5,25,6,23,6,26,4,21,5,21,5,21,6,21,5,21,5,22,5,19,6,21,4,23,5,22,5,0,0,21,4,21,4,21,4,21,5,18,4,19,5,19,4,17,4,18,4,16,3,17,2,15,4,15,4,14,2,15,2,14,1,15,1,14,2,13,1,13,2,13,1,13,1,13,1,13,0,12,1,12,1,0,0,0,0,0,0,0,0,0,0
-122,-31,23,0,0,0,0,0,0,0,0,0,-8,21,-7,20,-7,21,-6,21,-6,20,-6,18,-5,19,-5,18,-4,19,-5,18,-5,20,-4,20,-4,19,-4,19,-4,18,-2,21,-3,17,-2,18,-2,18,-2,18,-2,18,0,19,-3,18,-2,19,-1,21,-2,19,0,0,-1,20,0,21,0,20,0,22,-1,19,0,21,0,21,-1,20,-1,21,-1,20,0,21,-2,19,-2,20,-1,20,0,20,0,20,-1,23,-1,20,-1,20,-2,20,-2,20,-2,20,-4,22,-4,22,-5,19,-6,20,0,0,0,0,0,0,0,0,0,0
-122,-31,23,0,0,0,0,0,0,0,0,0,8,12,8,12,9,12,9,12,9,11,8,11,8,10,7,11,7,10,9,10,8,10,8,10,9,10,8,10,8,10,9,10,8,9,8,9,9,9,8,8,9,9,9,8,9,9,10,8,10,8,10,9,0,0,9,9,10,9,10,8,9,9,10,8,10,8,10,9,9,9,9,9,9,9,9,9,10,9,9,9,9,8,8,10,8,8,9,10,9,9,9,10,9,10,8,11,8,11,7,10,7,11,8,11,7,12,0,0,0,0,0,0,0,0,0,0
82,-96,4,0,0,0,0,0,0,0,0,0,88,-56,82,-51,88,-62,89,-70,80,-55,75,-35,86,-61,78,-37,81,-52,76,-43,84,-57,79,-60,92,-60,76,-46,67,-27,72,-57,65,-37,49,-16,53,-20,61,-35,65,-26,72,-49,56,-8,56,-35,71,-47,75,-51,0,0,58,-46,56,-37,62,-48,49,-27,49,-19,56,-23,45,-43,57,-22,31,-20,86,-48,61,-59,60,-37,38,-18,53,-25,63,-41,61,-43,56,-43,60,-23,69,-39,53,-36,57,-32,55,-24,64,-42,49,-35,46,-13,42,-10,0,0,0,0,0,0,0,0,0,0
82,-96,4,0,0,0,0,0,0,0,0,0,-18,-26,-17,-25,-17,-26,-18,-26,-16,-25,-14,-23,-14,-23,-13,-22,-14,-22,-13,-22,-15,-22,-15,-22,-15,-22,-13,-22,-12,-21,-15,-22,-12,-20,-11,-20,-11,-20,-12,-19,-11,-20,-12,-20,-9,-19,-10,-20,-12,-21,-11,-20,0,0,-11,-20,-12,-20,-11,-19,-10,-19,-9,-18,-9,-18,-9,-18,-8,-17,-8,-18,-8,-16,-9,-16,-7,-15,-7,-16,-7,-14,-8,-14,-8,-13,-8,-13,-7,-13,-7,-12,-6,-12,-7,-12,-7,-12,-7,-12,-8,-12,-8,-11,-7,-11,0,0,0,0,0,0,0,0,0,0
82,-96,4,0,0,0,0,0,0,0,0,0,15,2,16,0,15,1,16,2,15,1,14,1,14,1,13,1,13,1,13,1,13,1,13,1,13,1,13,1,14,1,11,1,12,0,11,1,12,2,12,1,11,1,11,1,11,1,11,1,10,1,11,1,0,0,11,1,10,2,10,2,9,1,9,2,9,2,9,2,8,3,8,1,8,1,8,1,8,2,6,2,7,2,7,1,7,1,5,2,6,1,7,1,5,0,6,1,5,1,5,0,4,1,5,0,5,0,0,0,0,0,0,0,0,0,0,0
82,-96,4,0,0,0,0,0,0,0,0,0,-18,-88,-15,-85,-18,-95,-24,-101,-16,-83,-12,-81,-17,-89,-10,-77,-14,-88,-12,-82,-20,-85,-23,-87,-20,-89,-16,-79,-15,-67,-15,-77,-14,-72,-5,-55,-10,-58,-12,-66,-14,-65,-14,-75,-4,-56,-9,-66,-16,-73,-13,-79,0,0,-12,-67,-11,-62,-9,-64,-10,-53,-5,-51,-8,-53,-15,-59,-7,-50,-9,-46,-10,-55,-10,-54,-7,-46,-11,-43,-13,-49,-5,-44,-9,-43,-15,-43,-13,-41,-11,-38,-16,-35,-15,-40,-17,-38,-18,-33,-19,-38,-18,-35,-20,-36,0,0,0,0,0,0,0,0,0,0
82,-96,4,0,0,0,0,0,0,0,0,0,-10,-24,-10,-23,-9,-23,-10,-24,-9,-22,-8,-21,-8,-20,-7,-19,-8,-20,-8,-18,-9,-19,-10,-19,-9,-19,-8,-19,-8,-18,-9,-19,-8,-17,-7,-16,-7,-17,-8,-15,-8,-16,-8,-16,-7,-15,-7,-15,-8,-17,-9,-16,0,0,-9,-16,-9,-15,-10,-15,-10,-14,-8,-14,-8,-14,-10,-15,-9,-14,-10,-14,-9,-12,-10,-13,-10,-13,-11,-13,-12,-13,-12,-12,-13,-14,-13,-13,-13,-14,-13,-14,-12,-15,-13,-16,-12,-17,-13,-16,-13,-18,-12,-19,-11,-20,0,0,0,0,0,0,0,0,0,0
