28,-64,1,0,0,0,0,0,0,0,0,0,-4,-24,-4,-24,-5,-24,-5,-24,-3,-22,-3,-19,-3,-20,-3,-17,-3,-18,-4,-17,-5,-18,-8,-16,-7,-17,-4,-18,-5,-17,-5,-17,-7,-15,-6,-15,-5,-17,-6,-14,-6,-12,-5,-13,-4,-12,-5,-17,-13,-13,-9,-16,0,0,-11,-18,-8,-16,-7,-17,-11,-14,-8,-13,-8,-18,-8,-17,-8,-17,-8,-18,-7,-17,-6,-18,-5,-15,-5,-18,-6,-15,-6,-17,-6,-16,-6,-17,-4,-16,-4,-14,-2,-16,-4,-15,-3,-16,-2,-13,-3,-15,-2,-14,-2,-13,0,0,0,0,0,0,0,0,0,0
-99,-48,9,0,0,0,0,0,0,0,0,0,18,53,17,49,19,50,22,49,17,46,12,40,15,41,13,39,15,39,11,38,11,38,13,39,12,35,8,37,9,32,13,32,11,28,8,28,11,24,12,23,11,27,12,25,9,25,14,26,12,25,12,24,0,0,13,22,16,22,12,23,15,21,11,22,14,19,12,21,7,20,24,27,5,21,5,19,9,16,13,20,13,15,5,16,6,18,6,11,6,11,5,10,5,12,3,8,2,7,4,9,4,7,4,6,4,4,0,0,0,0,0,0,0,0,0,0
-121,112,8,0,0,0,0,0,0,0,0,0,17,1,16,0,17,0,17,-1,16,-2,13,-1,14,-3,14,-1,14,-3,14,-3,14,-4,14,-5,14,-6,14,-5,13,-5,15,-8,12,-6,13,-6,12,-7,13,-7,13,-7,13,-9,13,-6,14,-9,15,-10,15,-10,0,0,16,-10,15,-11,15,-11,17,-12,15,-9,17,-10,17,-12,18,-9,18,-8,15,-9,17,-9,16,-7,18,-9,17,-7,16,-7,18,-8,18,-8,17,-6,17,-6,16,-5,16,-5,17,-4,17,-4,16,-4,15,-2,15,-2,0,0,0,0,0,0,0,0,0,0
-122,-31,23,0,0,0,0,0,0,0,0,0,9,34,7,34,7,33,8,34,6,30,5,29,4,29,3,26,4,26,4,25,5,26,6,26,4,23,3,23,3,22,5,22,3,19,3,19,4,18,4,19,4,17,4,18,2,15,5,16,5,17,5,17,0,0,4,16,5,15,5,15,4,14,3,13,5,15,4,14,3,13,4,13,2,12,4,11,2,11,3,10,2,10,2,10,2,9,0,8,0,9,0,7,0,6,-1,6,0,5,0,4,0,4,0,3,0,2,0,0,0,0,0,0,0,0,0,0
-122,-31,23,0,0,0,0,0,0,0,0,0,-20,-25,-19,-24,-20,-25,-19,-24,-18,-24,-15,-22,-17,-21,-15,-20,-15,-20,-14,-20,-15,-20,-14,-19,-14,-18,-12,-18,-12,-17,-14,-16,-12,-14,-12,-15,-12,-14,-11,-14,-11,-12,-13,-13,-10,-13,-11,-12,-11,-13,-10,-12,0,0,-11,-12,-12,-10,-11,-11,-12,-11,-9,-10,-9,-10,-9,-10,-9,-10,-9,-10,-8,-8,-8,-9,-8,-8,-7,-9,-7,-7,-6,-7,-6,-6,-6,-6,-4,-6,-4,-5,-4,-5,-3,-5,-4,-4,-2,-4,-2,-3,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0
82,-96,4,0,0,0,0,0,0,0,0,0,15,-28,15,-27,15,-27,14,-30,14,-25,14,-24,13,-22,12,-22,12,-21,11,-20,11,-22,10,-21,10,-20,12,-19,11,-17,10,-19,9,-17,8,-15,7,-16,7,-14,7,-14,7,-17,7,-13,7,-14,6,-15,7,-16,0,0,6,-15,5,-13,5,-14,5,-13,6,-12,5,-13,5,-12,5,-12,4,-11,4,-11,4,-11,4,-10,5,-10,4,-9,3,-8,3,-8,3,-8,4,-7,2,-6,2,-7,2,-5,2,-5,2,-5,2,-4,2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0
82,-96,4,0,0,0,0,0,0,0,0,0,2,-38,3,-35,4,-36,3,-36,2,-33,5,-28,3,-29,4,-26,4,-27,4,-25,4,-26,4,-26,3,-24,3,-24,3,-20,2,-22,2,-19,2,-17,3,-17,1,-18,2,-17,-1,-17,3,-15,1,-16,1,-17,0,-16,0,0,-1,-15,-1,-15,-1,-15,0,-14,-1,-12,-1,-13,0,-14,0,-12,-1,-13,-1,-10,-2,-12,0,-10,-1,-11,-2,-10,-2,-8,-1,-8,-1,-9,-3,-8,-2,-8,-2,-6,-3,-6,-3,-6,-4,-6,-4,-5,-3,-4,-4,-3,0,0,0,0,0,0,0,0,0,0
82,-96,4,0,0,0,0,0,0,0,0,0,-33,-21,-31,-21,-32,-21,-31,-20,-27,-20,-23,-19,-22,-18,-21,-16,-19,-15,-17,-14,-20,-14,-21,-14,-19,-15,-19,-14,-17,-13,-20,-13,-16,-10,-16,-11,-16,-9,-16,-10,-16,-7,-18,-9,-13,-8,-16,-6,-19,-9,-19,-8,0,0,-19,-7,-21,-9,-21,-6,-19,-9,-22,-7,-21,-8,-18,-5,-23,-9,-6,-4,-7,-9,-17,-13,-20,-12,-23,-11,-21,-10,-16,-9,-20,-11,-19,-12,-18,-10,-17,-12,-15,-11,-17,-10,-14,-13,-16,-11,-14,-10,-14,-12,-12,-12,0,0,0,0,0,0,0,0,0,0
82,-96,4,0,0,0,0,0,0,0,0,0,-15,33,-15,31,-14,31,-14,31,-14,28,-14,25,-15,24,-14,21,-14,22,-13,21,-13,22,-11,22,-12,20,-10,19,-10,17,-9,19,-8,15,-9,14,-7,14,-8,14,-8,13,-7,14,-7,12,-7,13,-5,13,-4,12,0,0,-3,11,-3,10,-4,11,-3,10,-3,7,-3,9,-2,7,-3,7,-1,7,-1,7,1,7,1,6,1,5,1,4,2,4,0,4,3,3,1,3,3,2,4,4,4,2,3,2,6,3,6,0,5,0,7,2,0,0,0,0,0,0,0,0,0,0
82,-96,4,0,0,0,0,0,0,0,0,0,20,-1,19,0,20,1,19,1,18,1,15,0,14,0,14,1,13,-1,14,-2,13,-3,14,-4,13,-3,12,-4,12,-3,12,-5,13,-4,12,-3,11,-4,11,-4,12,-5,11,-5,12,-4,12,-4,13,-6,13,-6,0,0,14,-6,13,-7,13,-6,14,-5,13,-5,15,-6,15,-5,13,-5,15,-6,14,-6,14,-6,14,-5,15,-5,14,-6,13,-6,15,-6,14,-6,14,-3,15,-4,14,-2,14,-4,14,-3,15,-4,15,-4,15,-4,14,-2,0,0,0,0,0,0,0,0,0,0
